/newsletter	GET	200	9:45:51 AM
/favicon.ico	GET	200	9:45:53 AM
/newsletter	GET	200	9:51:39 AM
/assets/logo.png	GET	200	9:51:39 AM
/favicon.ico	GET	200	9:51:42 AM
/newsletter	GET	200	9:51:58 AM
/assets/logo.png	GET	200	9:51:58 AM
/favicon.ico	GET	200	9:52:01 AM
/assets/logo.png	GET	200	9:52:16 AM
/assets/assets/logo.png	GET	200	9:52:17 AM
/favicon.ico	GET	200	9:52:20 AM
/	GET	200	10:00:55 AM
/logo.png	GET	200	10:00:55 AM
/favicon.ico	GET	200	10:00:58 AM
/	GET	200	10:02:53 AM
/logo.png	GET	200	10:02:53 AM
/	GET	200	10:03:40 AM
/logo.png	GET	200	10:03:40 AM
/styles.css	GET	200	10:03:47 AM
/	GET	200	10:07:07 AM
/logo.png	GET	200	10:07:07 AM
